ID,Received.DBT.Intervention.,Teacher.Same.Ethnicity.,Teacher.Same.Gender.,Behavioral.Regulation.Slope...Teacher.Report,Meta.Cognitive.Slope...Teacher.Report,All.Executive.Functions.Slope...Teacher.Report,Behavioral.Regulation.Slope...Student.Self.Report,Meta.Cognitive.Slope...Student.Self.Report,All.Executive.Functions.Slope...Student.Self.Report,Mindfulness.Slop,Emotional.Regulation.Slope,Discipline.Incidents.Slope,Self.Reflection.Slope,In.School.Suspension.Slope,Out.of.School.Suspension.Slope,ELA.Grade,Math.Grade,Female.,Free.Reduced.School.Lunch.Group,Economic.Distress.,Mother.at.Home.,Father.at.Home.,Adult.Brother.at.Home.,Adult.Sister.at.Home.,Grandparent.at.Home.,Other.Adult.at.Home.,Total.Number.of.Adults.st.Home,Special.Education.Status,Intellectual.Impairment.,Social.Emotional.Impairment,High.Risk.Category,Years.at.This.School,Number.of.School.Absences,Year.2.Incidents,Ethnicity.Asian,Ethnicity.American_Indian,Ethnicity.Black,Ethnicity.Multiracial,Ethnicity.White
88,0,0,1,-0.054404687173049,-0.053864987757957,-0.028950064443637,0.040955631399317,0.032299575344229,0.018281721670115,0.052631578947368,0.04734219269103,-0.461538461538461,0.236842105263158,1.5,-1.5,2.44,3.5,0,-1,1,0,0,0,0,0,0,0,1,0,0,0,6,10,0,0,0,1,NA,0
89,0,0,1,-0.094059405940594,-0.079631181894384,-0.044151820294346,0.110212053571429,0.076107011070111,0.045533613015451,0.055555555555556,0.029667149059334,1.5,1.5,1.5,-0.428571428571428,1.72,1.57,1,-1,1,1,1,0,0,0,0,2,1,0,1,0,5,11,17,0,0,0,0,0
90,0,0,NA,NA,NA,NA,0.050244113466411,0.050871080139373,0.025537898604412,0.0625,0.028505897771953,0.5,0.5,0.75,1,3,3.5,0,-1,1,1,1,1,1,0,0,4,0,1,0,0,NA,NA,NA,NA,NA,1,0,0
91,0,NA,0,0.005211190345584,-0.026096033402923,-0.006492711013108,0.166193181818182,0.146037635833554,0.079742888054477,0.037037037037037,-0.166666666666667,-0.461538461538461,-0.082417582417583,0.666666666666667,-0.5,2.42,3.25,0,-1,1,1,0,1,0,0,1,3,0,0,0,NA,7,1,29,0,0,1,0,0
92,0,0,1,0.112400290065265,0.05380882042625,0.037151141718014,-0.004435647055524,-0.004747350947143,0.038594217537975,0.068181818181818,0.076923076923077,1.5,1.5,1,1.5,2.69,2.14,1,-1,1,1,0,1,0,0,0,2,1,1,0,0,7,32,44,0,0,1,0,0
93,0,0,0,-0.028957528957529,0.046242774566474,0.030452534875808,0.052197802197802,-0.009887157442235,0.016468785905783,0.052631578947368,0.045411542100284,1,-1,1,1,1.9,1.93,0,-1,1,1,1,0,0,0,0,2,0,0,0,0,6,3,30,0,0,1,NA,0
94,0,1,1,-0.374999999999999,-0.23076923076923,-0.14516129032258,0.113065326633166,0.045527156549521,0.032462229481421,0.066666666666667,0.024390243902439,-1.5,-0.749999999999999,0.5,-1.5,NA,2.54,NA,1,0,1,1,1,0,0,1,4,0,0,0,0,7,13,37,0,0,0,0,1
95,0,0,1,-0.071253071253071,-0.045567522783761,-0.02807486631016,-0.004945392381151,0.095744680851064,0.052211979926683,0.055166374781086,0.031329597554763,1.5,1.5,-5.43895982204207E-16,1.5,1.72,2.17,1,0,1,1,0,0,0,0,0,1,NA,0,0,0,7,38,37,0,0,0,0,0
96,0,0,1,-0.046710949217913,0.007853403141361,-0.014459362834671,0.11180679785331,0.185714285714286,0.071752265861027,0.048757170172084,0.021276595744681,-0.08991825613079,-0.214285714285714,-1.5,-5.43895982204207E-16,NA,2.31,1,0,1,1,1,0,1,0,0,3,0,0,0,0,4,10,14,0,0,0,0,0
97,0,0,0,-0.020904767171773,-0.015856857601504,-0.009158186864015,-1.67248014527794E-15,0.030942741469057,-0.045081967213115,0.043478260869565,0.499999999999996,-0.499999999999999,-0.115384615384616,0.5,0.75,1.93,2.29,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,7,6,22,0,0,1,0,0
98,0,0,1,0.093078758949881,0.08135320177205,0.043856425333823,0.107142857142857,-0.112244897959183,0.642857142857167,0.999999999999997,0.071428571428571,-0.25,-5.43895982204207E-16,0.214285714285714,-1.5,1.98,2.54,0,0,1,1,1,0,1,0,0,3,1,0,1,0,5,2,46,0,0,0,0,0
99,0,0,0,0.004098360655738,0.003551696921863,0.001910828025478,0.037565740045079,0.089108910891089,0.030847029077118,0.05,0.166666666666667,0.153061224489796,-1,-1.5,-0.5,2.25,1.99,1,1,0,1,0,0,1,0,0,2,0,0,0,1,7,9,52,0,0,0,0,0
100,0,0,1,0.38888888888889,0.333333333333334,0.17948717948718,-0.067866627323694,-0.037623308098188,-0.024411685150122,-0.090909090909091,-0.090909090909091,0.25,-2.31155792436788E-15,-1.5,-0.749999999999999,2.68,3.5,1,0,NA,1,0,1,1,0,1,4,0,0,0,0,7,22,17,0,0,0,0,0
101,0,0,0,-0.06203007518797,-0.021933060567443,-0.01726404346683,-0.109550561797753,0.109330576376325,0.041686182669789,0.067084078711986,0.053398058252427,0.25,-2.71947991102104E-16,0.25,1.5,2.83,1.89,0,-1,1,1,1,0,0,0,0,2,1,1,0,0,6,13,33,0,0,1,0,0
102,0,0,1,-0.333333333333333,-1.46433533670364E-17,0.005914467697907,0.160194174757282,0.300000000000001,0.124352331606218,0.052631578947368,0.499999999999996,0.5,0.5,-1.5,-1.5,2.69,3.75,1,-1,1,1,1,0,1,1,0,4,0,0,0,0,6,3,17,0,0,0,0,0
103,0,0,0,2.5,0.080786026200873,0.083333333333333,0.073886639676113,0.077284372331341,0.040702016430172,-1.5,-1.00000000000001,-0.5,-1.5,-5.43895982204207E-16,1,4.1,4.12,0,-1,1,1,1,0,0,0,0,2,1,0,0,0,7,56,14,0,0,0,0,1
104,0,0,0,0.060629465147712,0.038116591928251,0.023476271136073,1.50000000000002,0.096330275229357,-0.082340932289895,0.095238095238095,-2,0.346153846153846,0.25,NA,1.5,3,3.17,0,-1,1,1,1,1,1,0,1,5,0,0,0,0,7,20,22,0,0,0,0,0
105,0,0,1,0.119273984442524,0.043583535108959,0.038510911424904,0.103667481662592,0.084586262844781,0.052470439189189,0.08,0.036866359447005,0.026315789473684,0.026315789473684,1.5,0.75,4.2,3.33,1,-1,1,NA,1,0,0,0,0,2,0,0,0,0,7,26,15,0,0,0,0,0
106,0,0,0,0.036784741144414,0.033159947984395,0.01782449725777,0.000763650248186,0.054778554778555,0.019445297308362,0.037037037037037,0.023255813953488,-1.5,-1.5,-1.5,1,1.98,NA,0,0,1,1,1,1,0,0,1,4,0,0,0,0,7,14,NA,0,0,0,0,0
107,1,1,0,-0.094397544128933,-0.065789473684211,-0.038811323171513,-0.093466857415355,-0.11386442760598,-0.05216122560642,0.05,0.021739130434783,-0.25,-0.375,-1.5,-1.5,1.94,3.33,0,1,0,1,0,0,1,0,0,2,1,0,0,0,7,5,44,0,0,1,0,0
108,1,0,0,0.141891891891892,0.064681724845996,0.049952426260704,-0.126888217522659,0.093264248704663,0.01067615658363,0.03030303030303,0.021739130434783,-0.428571428571428,-0.153061224489796,1.5,1.5,2.42,1.57,0,1,NA,1,1,1,0,0,0,NA,0,0,0,0,5,19,7,0,0,0,0,0
109,0,0,1,0.011301494713817,0.009145868857541,0.005112474437628,-0.12406015037594,-0.006605913865746,-5.68824548055237E-15,0.117647058823529,0.037735849056604,0.153061224489796,0.121621621621622,1.5,-0.5,1.89,2.08,0,-1,1,1,1,1,0,0,1,4,1,1,0,0,7,11,17,0,0,0,0,0
110,0,0,1,0.14500683994528,0.108179419525066,NA,0.101073345259392,0.034212695795548,0.031890660592255,0.076923076923077,0.023255813953488,1.5,1.5,0.214285714285714,-1.69967494438815E-17,2.44,2.31,1,-1,1,1,1,0,0,1,0,3,0,0,0,0,7,16,33,0,0,0,0,0
111,0,0,0,0.074040219378428,0.050938337801609,0.030478274460769,0.042339008142117,0.048672566371681,0.023440033353407,0.090909090909091,0.082191780821918,-1.5,-0.5,2.03960993326578E-16,NA,2.26,2.31,0,-1,1,1,1,0,0,0,0,2,0,0,0,0,7,4,NA,0,0,0,0,0
112,0,1,1,-0.666666666666667,-2,-2,0.094993581514763,0.099778270509978,0.056963444718547,0.047619047619048,0.022727272727273,1,-1.5,1.5,1.5,1.79,4.17,1,-1,1,1,1,1,1,0,0,4,0,0,0,0,7,5,52,0,0,1,NA,0
113,0,0,1,0.051069703243616,-0.009617065920615,NA,0.084615384615385,0.065573770491803,0.03887399463807,0.043478260869565,0.033333333333333,-0.162162162162162,-0.75,0.115384615384615,-1,3.64,4.4,0,1,0,1,1,0,1,0,0,3,0,0,0,0,7,11,15,0,0,0,0,0
114,0,0,0,0.087591240875912,-0.011964107676969,0.03674219228414,-0.084615384615385,0.084973166368515,0.020746887966805,0.111111111111111,0.032258064516129,-0.13265306122449,-0.749999999999999,1.5,1.5,2.69,2.92,0,-1,1,1,1,1,1,0,0,4,1,1,0,0,5,2,0,0,0,1,0,0
115,0,0,1,0.052631578947368,0.025179856115108,0.017032197853476,0.115853658536585,-0.044930875576037,-0.028150134048257,0.04561717352415,0.028225806451613,-0.357142857142856,-0.115384615384616,0.75,-0.5,NA,1.96,NA,1,0,1,0,0,0,0,0,NA,1,0,1,1,6,10,46,0,0,1,0,0
116,0,0,NA,0.019230769230769,-1.00000000000003,-4.20352744511541E-17,-0.010204081632653,-1.49999999999994,-0.041666666666668,0.111111111111111,0.076923076923077,-1.35973995551052E-16,-2.71947991102104E-16,1.5,1,4.1,4.18,1,-1,1,1,1,1,0,1,1,4,1,1,0,0,7,27,52,0,0,0,0,0
117,0,1,1,0.375,0.035714285714286,0.001619870410367,1.25,-0.25,-0.25,0.069316081330869,-1.00000000000001,1,NA,1.5,1,3.29,1.95,0,-1,1,1,1,1,0,0,1,3,1,0,1,0,5,1,46,0,0,0,0,1
118,NA,0,0,-0.513333333333334,-0.83333333333333,-0.83333333333333,0.073253833049404,0.052179251074279,0.031573754316724,0.03125,0.017241379310345,1.5,1.5,1.5,1,1.96,2.92,0,-1,1,1,1,1,0,0,0,3,0,0,0,0,7,8,37,0,0,0,0,0
119,0,0,1,-0.010791366906475,-0.004530011325028,-0.003387803905939,0.045812455261274,0.042268041237113,0.022880801917629,0.037037037037037,0.023255813953488,-5.43895982204207E-16,-5.43895982204207E-16,0.25,-1,4.09,4.4,1,-1,1,NA,0,0,0,0,0,1,0,0,0,0,7,32,22,0,0,0,0,0
120,1,0,1,0.053212851405622,0.017045454545455,0.02983219390926,-0.082677165354331,0.033521769314688,-0.040753724802805,0.105263157894737,0.052631578947368,-0.5,1,1,-1,4.17,3.33,0,-1,1,1,0,1,0,0,NA,2,0,0,0,0,4,4,9,0,NA,1,0,0
121,0,0,1,0.055023923444976,0.033490319204605,NA,0.181818181818182,-0.317757009345795,-0.19607843137255,0.03448275862069,0.019230769230769,0.0625,0.214285714285714,2.03960993326578E-16,1.5,2.16,1.92,1,-1,1,1,1,1,0,0,0,3,0,0,0,0,7,19,46,0,0,0,0,0
122,1,0,0,0.104838709677419,0.057142857142857,0.037365716954694,-0.074074074074074,-0.069418386491557,-0.037538461538462,0.04989604989605,0.021886664404479,-0.083061889250814,-0.192307692307692,-0.5,1.5,2,1.43,NA,0,1,1,1,0,0,0,0,2,1,0,0,0,4,NA,20,0,0,1,0,0
123,1,0,0,-0.06047197640118,-0.03268676129616,-0.021410847217299,0.152046783625731,-0.162790697674418,-0.005390835579515,0.050933786078099,0.031914893617021,-1.5,-1.5,-1.5,1.5,2.26,1.51,1,0,1,1,1,0,0,0,0,2,1,1,0,3,4,24,33,0,0,1,0,0
124,0,0,1,0.092991913746631,0.061139780121158,0.037092606484955,0.110208816705336,-0.004888735516794,0.053732378091056,0.142857142857143,0.040117416829746,-0.046501328609389,0.153543307086614,1.5,-1.5,4.2,4.17,0,-1,1,0,0,0,0,1,1,2,0,1,0,NA,6,23,0,0,0,0,0,0
125,1,0,0,-0.142857142857143,-0.999999999999986,-0.264840182648402,-0.103238866396761,0.214285714285715,NA,-1.00000000000001,-0.500000000000006,-0.749999999999999,-1.5,1.5,0.75,3.43,1.9,1,-1,1,1,1,0,0,0,0,2,1,0,0,3,5,46,23,0,0,0,0,0
126,0,0,0,0.25,0.098066298342542,0.071428571428571,-0.15625,0.221649484536082,0.109271523178808,-0.25,-0.166666666666667,-0.139072847682119,-1,-1.5,1,1.98,1.57,1,0,1,1,1,1,0,0,0,3,0,0,0,0,4,38,0,0,0,0,0,0
127,0,0,0,-0.049019607843137,-0.015931518249911,NA,-0.044701986754967,0.069533394327539,0.053617239610056,0.1,0.020408163265306,0.999999999999997,0.333333333333333,-1,-1,1.95,2.17,0,1,0,1,1,1,0,1,0,4,0,0,0,NA,5,11,46,0,0,0,0,0
128,0,0,0,-0.011278195488722,-0.102040816326531,-0.02870005627462,0.110603290676417,0.089108910891089,-0.025044722719141,-0.25,0.018518518518519,-0.160714285714286,-0.236842105263158,-1,-0.642857142857143,2.42,1.79,0,1,0,1,0,1,0,0,NA,2,0,0,0,0,6,20,37,0,0,0,0,0
129,0,0,0,0.10989010989011,0.026845637583893,0.022667829119442,0.03716814159292,-0.050343249427918,-0.000881834215168,0.0625,0.027777777777778,-5.43895982204207E-16,NA,1.5,-1.5,2.56,4.4,0,0,1,1,0,0,1,1,0,3,0,NA,0,0,7,NA,33,1,0,0,0,0
130,0,1,0,-0.120347394540943,-0.069498069498069,-0.045779365788298,0.134615384615385,0.055676855895197,0.039387308533917,0.032258064516129,0.02,0.5,-1,NA,0.5,1.95,3.5,0,-1,1,0,1,0,0,0,0,1,0,0,0,0,7,18,22,0,0,1,0,0
131,0,0,1,0.07035175879397,0.042065009560229,0.02658788774003,0.055555555555556,0.118673971585105,0.082568807339449,0.046680497925311,-0.333333333333335,-0.221311475409836,-0.428571428571429,-1,-0.749999999999999,3.64,3.17,1,-1,1,1,0,1,0,0,0,2,1,1,0,0,6,47,30,0,0,0,0,0
132,0,1,0,0.153543307086615,0.021335440537337,0.078521939953811,-0.040428472702142,-0.07125890736342,-0.025854513584575,0.107594936708861,0.005316792202038,0.034883720930233,0.048387096774193,-0.5,-5.43895982204207E-16,2,1.99,0,1,0,1,0,1,1,0,0,3,1,1,0,0,6,11,52,0,0,0,0,1
133,0,0,0,0.157142857142857,0.09305373525557,0.061447286338116,0.117834394904459,0.045683997980818,0.034728829686013,0.106635071090047,0.142857142857143,-0.13265306122449,-2.31155792436788E-15,2.03960993326578E-16,-1,2.89,3,0,-1,1,1,0,0,1,0,0,2,0,0,0,0,5,7,33,0,0,1,0,0
134,0,0,0,0.020661157024793,0.014919513152729,0.008757157292018,0.045186640471513,0.109090909090909,0.043624161073826,0.05,0.038461538461539,0.123711340206185,-1.35973995551052E-16,NA,-1.5,3,4.4,0,1,0,1,1,0,0,0,NA,2,0,0,0,0,7,9,52,1,0,0,0,0
135,0,0,0,-0.302325581395349,-0.166666666666667,-0.120521172638437,0.153846153846154,0.132848043676069,0.08,0.058823529411765,0.020833333333333,2.03960993326578E-16,-0.428571428571429,1,1,2,1.96,0,0,1,1,0,0,0,0,0,1,0,0,0,0,7,38,33,0,0,0,0,0
136,0,0,1,0.013331996792302,0.005555555555556,0.004132880759319,0.044585987261147,0.034106412005457,0.022658610271903,0.037037037037037,0.111111111111111,-1,-0.642857142857143,0.75,-1,4.09,4.17,0,-1,1,1,1,1,0,0,0,3,0,0,0,0,6,2,23,0,0,1,0,0
137,0,0,1,0.048145001416029,0.022401184856059,0.015580093783089,NA,0.003765465303927,0.00347947112039,0.057603686635945,0.041882109617373,0.2,0.25,1.5,1,3.64,2.43,1,-1,1,1,1,0,0,0,0,2,0,0,0,0,NA,35,19,0,0,0,0,0
138,1,0,1,-0.128640776699029,-0.06629392971246,-0.044914134742404,0.028131634819533,-0.00944032366824,-0.03387703889586,0.082417582417582,0.032300717793729,-1.5,-1.5,1,-1,2.68,1.96,0,-1,1,1,1,0,0,0,0,2,1,0,0,NA,5,24,7,0,0,0,0,0
139,0,0,0,-0.061079219288175,-0.040212785141105,-0.024390243902439,-0.050274941084053,-0.030397957999768,-0.019506684240256,0.05,0.021739130434783,0.071428571428571,0.214285714285714,1.5,1.5,1.81,1.51,0,-1,1,1,1,NA,1,0,0,3,1,1,0,1,6,10,22,0,0,1,0,0
140,0,0,1,0.023551516210784,0.018755152514427,0.010564458507707,0.028131634819533,0.053432948742198,0.022225792630677,0.058823529411765,0.083333333333333,0.153061224489796,-5.43895982204207E-16,-0.115384615384616,2,2,1.87,1,0,1,1,1,0,1,0,0,3,0,0,0,0,7,5,37,0,0,1,0,0
141,0,0,NA,0.131555153707053,0.084942084942085,0.052394766443669,-1.73744549870788E-16,0.081883316274309,0.099819701688248,0.131578947368421,0.128571428571429,1.5,0.999999999999999,NA,-1.5,1.98,3,NA,1,0,1,1,0,0,0,0,2,1,1,0,0,7,8,33,0,0,1,0,0
142,0,0,0,0.034458004307251,-0.044728434504792,-0.045112781954887,0.228155339805825,0.069533394327539,0.053294054633101,0.026315789473684,0.013513513513514,-0.5,-1.5,0.75,1.5,2.25,1.87,0,-1,1,1,1,1,1,0,0,4,0,1,0,0,7,29,22,0,0,0,0,0
143,0,NA,0,-2,-2,-1,0.125585754451734,0.06831566548881,0.047786917352135,0.04,0.024390243902439,-0.461538461538461,-0.333333333333333,1.5,1.5,2.32,1.93,0,1,0,1,1,0,0,0,1,3,0,0,0,0,7,16,33,0,0,0,0,0
144,0,0,0,0.018220946915352,0.020944309927361,0.012856765327696,0.081218274111675,-0.010292773858694,0.036698627561572,0.051724137931035,0.048780487804878,-0.375,-0.5,-5.43895982204207E-16,1.5,1.7,2.77,1,0,1,1,1,0,1,0,0,3,0,0,0,0,7,20,22,0,0,1,0,0
145,0,0,0,-0.072475570032573,-0.050603347606072,-0.029808084932626,0.038674033149171,-0.028770706190061,-0.107142857142861,-0.25,-0.052631578947369,1.5,1.5,-2.71947991102104E-16,0.75,1.74,2.69,0,-1,1,1,1,1,1,1,0,5,1,1,0,1,7,24,52,0,0,1,0,0
146,0,0,1,0.043814432989691,0.017722878625134,0.013470044229996,0.045366795366795,0.037634408602151,0.020700910496478,0.049942594718714,0.028216325159557,0.123711340206185,0.5,1,-0.5,2.56,1.93,1,1,0,1,1,0,0,0,0,2,1,1,0,0,7,8,29,0,0,0,0,0
147,0,1,1,-0.037037037037037,-0.022843987958208,-0.014189189189189,0.027472527472527,0.02640196479738,0.014778325123153,0.08273381294964,0.044088830829523,-1,0.5,0.214285714285714,-1.5,2.69,2.83,1,1,0,1,0,0,1,1,1,4,1,1,0,0,6,11,29,0,0,0,0,1
148,0,1,0,-0.000689893066575,0.008676789587852,0.003200660781581,-0.100739371534196,-0.151898734177215,-0.076500422654269,0.045454545454546,0.019230769230769,-1.5,-1.5,-1,1.5,3,NA,0,1,0,1,1,1,0,0,NA,3,0,0,0,0,7,11,44,0,0,0,0,1
149,0,0,1,-0.109540636042403,-0.007692307692308,-0.055343511450382,-0.108374384236453,-0.153846153846154,-0.094972067039106,0.055555555555556,0.023809523809524,-5.43895982204207E-16,-5.43895982204207E-16,1,1.5,1.88,1.72,1,-1,1,1,1,1,0,1,1,4,0,0,0,0,7,38,29,0,0,1,0,0
150,0,1,1,0.061877667140825,0.041208791208791,0.024814193239031,-3.56931738321513E-15,-0.230769230769229,-0.23076923076923,0.04,0.05,0.5,0.999999999999999,-1.5,-0.749999999999999,2.89,2.58,1,1,0,1,0,0,0,1,0,2,1,1,0,0,4,15,33,0,0,0,0,1
151,0,1,0,0.042105263157895,0.021117166212534,NA,0.045248868778281,0.039094650205761,0.026149684400361,0.047619047619048,0.023255813953488,-1,-0.333333333333333,-0.749999999999999,-0.333333333333333,3,2.86,0,1,0,1,1,0,1,0,0,3,0,0,0,0,7,19,33,0,0,0,0,1
152,0,0,0,0.078740157480315,0.037749814951888,0.025730622617535,0.040983606557377,0.068893528183716,NA,0.0625,-0.056962025316457,-0.046501328609389,-0.091054313099042,-1,1.5,1.94,2,0,0,1,1,1,1,0,1,0,4,0,0,0,0,4,5,29,0,0,1,0,0
153,0,0,NA,0.024640657084189,0.017235204584117,0.010166152887366,0.063545150501672,0.02504347826087,0.027130384587633,0.15,0.2,0.0625,0.033149171270718,0.5,-1.5,2.25,2.92,1,-1,1,1,0,0,1,1,1,4,0,0,0,0,7,8,37,0,0,0,0,0
154,0,0,1,-0.091160220994475,-0.028257456828886,-0.0237439779766,-0.285714285714286,0.06221198156682,0.068807339449541,0.092465753424658,0.021914827479018,2.03960993326578E-16,0.111111111111111,-1.5,-1.5,1.96,2.43,0,1,0,1,1,1,0,1,0,4,1,1,0,0,4,4,29,0,0,1,0,0
155,0,0,1,-0.134770889487871,0.056847545219638,-0.042944785276074,NA,0.073431241655541,0.045771631379268,0.08695652173913,0.024167561761547,-0.461538461538461,0.115384615384615,0.5,1.5,3,2.08,1,-1,1,1,1,1,1,0,0,4,0,0,0,0,4,15,0,0,0,1,0,0
156,1,0,0,0.061757719714964,0.017235204584117,0.02644144681867,-0.059718969555035,-0.141891891891892,-0.094972067039106,0.037037037037037,0.026315789473684,-0.214285714285715,0.115384615384615,-1,-1.5,2.25,2.86,0,1,0,1,1,1,0,0,1,3,1,0,0,0,4,17,0,0,0,0,0,0
157,1,0,0,-0.088071825566481,-0.050425566083186,-0.03233026610296,0.112328767123288,-0.126373626373626,0.003722084367246,0.1,0.036363636363636,-0.08991825613079,-0.113065326633166,-1.5,1.5,1.9,1.57,1,0,1,1,1,0,1,1,0,4,1,1,0,1,4,36,37,0,0,0,0,0
158,1,0,0,0.06441717791411,0.046697038724374,NA,0.052631578947368,0.064516129032257,0.02906976744186,0.058823529411765,0.060606060606061,-1,-1.5,-1,-1.5,1.79,1.87,0,1,0,1,1,0,1,0,0,3,1,0,0,1,4,5,17,0,0,0,0,0
159,1,0,NA,-0.061243144424132,-0.038190740345637,-0.025015662758436,-0.083333333333333,-0.029352226720648,-0.022482014388489,-0.2,0.499999999999996,0.019933554817276,0.038461538461538,-2.71947991102104E-16,1.5,2.68,2.54,0,0,1,1,1,1,1,0,0,4,0,0,0,0,4,10,0,0,0,1,0,0
160,0,0,0,-0.039473684210526,0.083333333333333,0.009328358208955,NA,-0.178571428571428,-0.499999999999994,0.054054054054054,NA,-2.71947991102104E-16,-2.71947991102104E-16,1,1.5,2.79,1.38,0,-1,1,1,0,1,0,1,1,3,0,1,0,3,6,10,33,0,0,0,NA,0
161,1,0,0,0.375,-0.059264897781644,0.019404237465912,-0.074546675621222,0.042268041237113,0.008844725922691,-0.500000000000001,-1.00000000000001,-0.098901098901099,-0.091836734693878,-1.5,-1.5,2.16,3.08,1,-1,1,1,0,1,1,0,1,4,NA,0,0,0,5,46,2,0,0,0,0,0
162,1,0,0,0.086614173228346,-0.014314928425358,-0.019082269082269,0.02925877763329,0.075675675675676,0.047726483859771,-0.166666666666667,0.038374076179648,0.2,-2.71947991102104E-16,-1,-1.5,1.95,2.83,0,-1,1,1,1,1,0,0,0,NA,1,0,0,0,4,5,14,0,0,0,0,0
163,1,0,0,0.176470588235294,0.163141993957704,0.084788029925187,0.113653136531365,0.162162162162161,0.048798252002913,0.06,0.043804262036306,0.428571428571428,NA,-1,-5.43895982204207E-16,2.08,2.58,1,1,0,1,1,1,0,0,0,3,0,0,0,0,5,3,29,0,0,1,0,0
164,0,0,1,-0.039473684210526,-0.02112676056338,-0.013248847926267,-0.118421052631579,NA,0.094570374275171,0.071428571428571,0.03030303030303,-0.166666666666667,-0.5,-1,0.5,2.58,3.25,1,0,1,1,1,0,1,0,0,3,NA,0,0,0,5,14,3,0,0,0,0,0
165,1,0,1,-0.067357512953368,-0.046306504961411,NA,-0.089735709895513,0.032299575344229,0.035433070866142,0.071428571428571,0.032258064516129,0.111111111111111,0.5,NA,-1.5,NA,2.5,1,-1,1,0,0,0,0,1,0,1,1,0,0,0,5,37,7,0,0,0,0,0
166,0,0,NA,0.048550553853406,0.028123744475693,0.01791837186152,-0.040540540540541,-0.026953361599031,-0.016194331983806,0.055555555555556,0.03030303030303,-0.461538461538461,-1,-0.5,-1.5,2.25,2.31,1,1,0,1,0,1,0,1,1,3,0,0,0,0,7,22,52,0,0,1,0,0
167,0,0,1,-0.0625,-0.023383768913343,-0.019815059445178,0.333333333333333,0.099236641221374,0.099601593625498,0.105263157894737,0.043478260869565,-1.5,-1,1.5,-0.749999999999999,4.09,4.18,0,-1,1,1,1,0,1,1,1,5,0,0,0,0,NA,1,29,1,0,0,0,0
168,0,1,1,-0.5,-0.454545454545454,-0.454545454545454,0.175675675675676,0.061410788381743,0.050493325594893,0.135338345864662,0.052123552123552,1.5,1.5,1.5,1.5,3.29,2.92,1,-1,1,1,1,1,0,0,0,NA,0,0,0,0,6,12,44,0,0,0,0,1
169,0,0,0,0.035714285714286,-0.040697674418605,-0.01634450697333,0.02785014823466,0.033521769314688,0.015670342426001,0.047619047619048,0.038355217691776,0.75,0.75,-0.375,1.5,2.32,1.96,0,-1,1,1,1,1,0,1,0,4,0,0,0,0,4,NA,33,0,0,0,0,0
170,0,0,1,0.093023255813953,0.053727008712488,0.040884312537856,0.071428571428571,-0.027704485488127,-5.86094808409706E-17,0.117647058823529,0.031900753212229,0.5,0.750000000000001,NA,1,2.58,2.86,1,0,NA,1,0,0,0,0,0,1,0,0,0,0,3,9,9,0,0,1,0,0
171,0,0,0,0.11070110701107,0.002216475803473,0.008064516129032,0.038674033149171,0.067114093959732,-0.013866231647635,0.055555555555556,0.022222222222222,-3.96590820357235E-17,-0.007276507276507,-0.5,0.75,2.68,1.87,0,1,0,1,1,1,1,0,1,5,NA,0,1,2,3,4,29,0,0,1,0,0
172,0,0,0,-0.02536231884058,0.030550621669627,0.065881802588492,0.020669291338583,0.073830409356725,-0.012618296529968,-0.091836734693878,0.037735849056604,-0.5,-0.749999999999999,-1,-1.5,2.13,3.17,1,1,0,1,1,0,1,0,0,3,0,0,0,0,5,7,5,0,0,0,NA,0
173,0,0,0,-0.061079219288175,0.033629686896019,-0.007708357482323,1.50000000000002,0.500000000000002,0.394736842105267,0.045454545454546,0.022222222222222,0.222222222222222,1,1.5,-1,3.17,3.25,0,-1,1,1,1,0,1,0,0,3,0,0,0,0,7,4,29,0,0,0,0,0
174,0,0,1,-0.029817780231916,-0.012697112430883,-0.009194673430564,0.052724077328647,0.046454767726161,0.028559428811424,0.04,0.016949152542373,1.5,1.5,-0.162162162162162,-0.5,1.98,3.08,0,-1,1,1,1,1,1,1,0,5,0,0,0,0,7,16,44,0,0,0,0,0
175,0,0,1,0.049597855227882,0.045964125560538,0.024781341107872,0.046798951703482,0.043577981651376,0.022566255575964,0.083333333333333,0.036866359447005,-0.5,-0.5,0.75,1.5,NA,1.96,NA,-1,1,1,1,1,1,1,1,6,0,0,0,0,6,5,29,0,0,1,0,0
176,0,0,0,0.063949843260188,0.042533936651584,0.025720620842572,-0.127107652399481,0.045801526717557,-0.01794453507341,0.041666666666667,0.021276595744681,0.5,0.118421052631579,0.428571428571428,1.5,3,2.08,0,-1,1,1,0,0,0,0,0,1,0,0,0,0,7,25,33,0,0,1,0,0
177,0,0,0,-0.072494669509595,-0.048899755501223,-0.029675798874366,-0.072784810126582,NA,-0.068306010928962,0.073991031390135,0.036532951289398,-0.016483516483517,-1.76766194216367E-16,NA,-0.749999999999999,2,1.97,NA,0,1,1,1,0,1,1,1,5,1,1,0,0,6,3,46,0,0,1,0,0
178,0,0,1,-0.166666666666667,-0.044728434504792,NA,0.110994764397906,0.061971830985916,0.041192411924119,0.066666666666667,-0.2,2.03960993326578E-16,2.03960993326578E-16,1.5,-5.43895982204207E-16,2.44,2.85,NA,-1,1,1,1,0,1,0,0,3,0,0,0,0,7,4,10,0,0,0,0,0
